mode	category	task_name	policy	task_progress
pvp	skill	curriculum/Task_AttainSkill_(skill:Melee_level:10_num_agent:1)_reward_to:agent	general_100m	0.111880
pvp	skill	curriculum/Task_AttainSkill_(skill:Melee_level:10_num_agent:1)_reward_to:agent	general_200m	0.110594
pvp	skill	curriculum/Task_AttainSkill_(skill:Melee_level:10_num_agent:1)_reward_to:agent	general_300m	0.107420
pvp	skill	curriculum/Task_AttainSkill_(skill:Melee_level:10_num_agent:1)_reward_to:agent	general_400m	0.130830
pvp	skill	curriculum/Task_AttainSkill_(skill:Melee_level:10_num_agent:1)_reward_to:agent	mtonly_100m	0.102693
pvp	skill	curriculum/Task_AttainSkill_(skill:Melee_level:10_num_agent:1)_reward_to:agent	mtonly_25m	0.074737
pvp	skill	curriculum/Task_AttainSkill_(skill:Melee_level:10_num_agent:1)_reward_to:agent	mtonly_50m	0.083566
pvp	skill	curriculum/Task_AttainSkill_(skill:Melee_level:10_num_agent:1)_reward_to:agent	mtonly_75m	0.075410
pvp	skill	curriculum/Task_AttainSkill_(skill:Prospecting_level:10_num_agent:1)_reward_to:agent	general_100m	0.031358
pvp	skill	curriculum/Task_AttainSkill_(skill:Prospecting_level:10_num_agent:1)_reward_to:agent	general_200m	0.044129
pvp	skill	curriculum/Task_AttainSkill_(skill:Prospecting_level:10_num_agent:1)_reward_to:agent	general_300m	0.050160
pvp	skill	curriculum/Task_AttainSkill_(skill:Prospecting_level:10_num_agent:1)_reward_to:agent	general_400m	0.059273
pvp	skill	curriculum/Task_AttainSkill_(skill:Prospecting_level:10_num_agent:1)_reward_to:agent	mtonly_100m	0.080257
pvp	skill	curriculum/Task_AttainSkill_(skill:Prospecting_level:10_num_agent:1)_reward_to:agent	mtonly_25m	0.021326
pvp	skill	curriculum/Task_AttainSkill_(skill:Prospecting_level:10_num_agent:1)_reward_to:agent	mtonly_50m	0.048804
pvp	skill	curriculum/Task_AttainSkill_(skill:Prospecting_level:10_num_agent:1)_reward_to:agent	mtonly_75m	0.066991
pvp	skill	curriculum/Task_AttainSkill_(skill:Range_level:10_num_agent:1)_reward_to:agent	general_100m	0.094884
pvp	skill	curriculum/Task_AttainSkill_(skill:Range_level:10_num_agent:1)_reward_to:agent	general_200m	0.103806
pvp	skill	curriculum/Task_AttainSkill_(skill:Range_level:10_num_agent:1)_reward_to:agent	general_300m	0.116734
pvp	skill	curriculum/Task_AttainSkill_(skill:Range_level:10_num_agent:1)_reward_to:agent	general_400m	0.133119
pvp	skill	curriculum/Task_AttainSkill_(skill:Range_level:10_num_agent:1)_reward_to:agent	mtonly_100m	0.116768
pvp	skill	curriculum/Task_AttainSkill_(skill:Range_level:10_num_agent:1)_reward_to:agent	mtonly_25m	0.063151
pvp	skill	curriculum/Task_AttainSkill_(skill:Range_level:10_num_agent:1)_reward_to:agent	mtonly_50m	0.100437
pvp	skill	curriculum/Task_AttainSkill_(skill:Range_level:10_num_agent:1)_reward_to:agent	mtonly_75m	0.090881
